Code,Typo,Dep
01155,6 - Rural à habitat dispersé,01
01156,6 - Rural à habitat dispersé,01
01157,5 - Bourgs ruraux,01
01158,5 - Bourgs ruraux,01
01159,5 - Bourgs ruraux,01
01160,2 - Centres urbains intermédiaires,01
01162,6 - Rural à habitat dispersé,01
01163,6 - Rural à habitat dispersé,01
01165,6 - Rural à habitat dispersé,01
01166,4 - Ceintures urbaines,01
01167,6 - Rural à habitat dispersé,01
01169,4 - Ceintures urbaines,01
01170,3 - Petites villes,01
01171,4 - Ceintures urbaines,01
01173,2 - Centres urbains intermédiaires,01
01174,6 - Rural à habitat dispersé,01
01175,5 - Bourgs ruraux,01
01177,6 - Rural à habitat dispersé,01
01179,5 - Bourgs ruraux,01
01180,6 - Rural à habitat dispersé,01
01181,6 - Rural à habitat dispersé,01
01183,4 - Ceintures urbaines,01
01184,6 - Rural à habitat dispersé,01
01185,5 - Bourgs ruraux,01
01187,7 - Rural à habitat très dispersé,01
01188,6 - Rural à habitat dispersé,01
01189,6 - Rural à habitat dispersé,01
01190,6 - Rural à habitat dispersé,01
01191,6 - Rural à habitat dispersé,01
01192,5 - Bourgs ruraux,01
01193,6 - Rural à habitat dispersé,01
01194,4 - Ceintures urbaines,01
01195,5 - Bourgs ruraux,01
01196,6 - Rural à habitat dispersé,01
01197,6 - Rural à habitat dispersé,01
01198,7 - Rural à habitat très dispersé,01
01199,5 - Bourgs ruraux,01
01200,6 - Rural à habitat dispersé,01
01202,3 - Petites villes,01
01203,5 - Bourgs ruraux,01
01204,6 - Rural à habitat dispersé,01
01206,6 - Rural à habitat dispersé,01
01207,6 - Rural à habitat dispersé,01
01208,6 - Rural à habitat dispersé,01
01209,6 - Rural à habitat dispersé,01
01210,6 - Rural à habitat dispersé,01
01211,5 - Bourgs ruraux,01
01212,6 - Rural à habitat dispersé,01
01213,6 - Rural à habitat dispersé,01
01214,7 - Rural à habitat très dispersé,01
01215,7 - Rural à habitat très dispersé,01
01216,6 - Rural à habitat dispersé,01
01219,6 - Rural à habitat dispersé,01
01224,4 - Ceintures urbaines,01
01225,6 - Rural à habitat dispersé,01
01227,6 - Rural à habitat dispersé,01
01228,5 - Bourgs ruraux,01
01229,6 - Rural à habitat dispersé,01
01230,7 - Rural à habitat très dispersé,01
01231,5 - Bourgs ruraux,01
01232,6 - Rural à habitat dispersé,01
01233,6 - Rural à habitat dispersé,01
01234,6 - Rural à habitat dispersé,01
01235,5 - Bourgs ruraux,01
01236,6 - Rural à habitat dispersé,01
01237,5 - Bourgs ruraux,01
01238,4 - Ceintures urbaines,01
01239,6 - Rural à habitat dispersé,01
01240,6 - Rural à habitat dispersé,01
01241,6 - Rural à habitat dispersé,01
01242,6 - Rural à habitat dispersé,01
01243,5 - Bourgs ruraux,01
01244,2 - Centres urbains intermédiaires,01
01245,6 - Rural à habitat dispersé,01
01246,5 - Bourgs ruraux,01
01247,6 - Rural à habitat dispersé,01
01248,5 - Bourgs ruraux,01
01249,4 - Ceintures urbaines,01
01250,4 - Ceintures urbaines,01
01252,6 - Rural à habitat dispersé,01
01254,5 - Bourgs ruraux,01
01255,6 - Rural à habitat dispersé,01
01257,6 - Rural à habitat dispersé,01
01258,5 - Bourgs ruraux,01
01259,6 - Rural à habitat dispersé,01
01260,7 - Rural à habitat très dispersé,01
01261,5 - Bourgs ruraux,01
01262,2 - Centres urbains intermédiaires,01
01263,4 - Ceintures urbaines,01
01264,5 - Bourgs ruraux,01
01265,3 - Petites villes,01
01266,5 - Bourgs ruraux,01
01267,6 - Rural à habitat dispersé,01
01268,7 - Rural à habitat très dispersé,01
01269,5 - Bourgs ruraux,01
01272,5 - Bourgs ruraux,01
01273,6 - Rural à habitat dispersé,01
01274,5 - Bourgs ruraux,01
01275,4 - Ceintures urbaines,01
01276,5 - Bourgs ruraux,01
01277,7 - Rural à habitat très dispersé,01
01279,6 - Rural à habitat dispersé,01
01280,6 - Rural à habitat dispersé,01
01281,4 - Ceintures urbaines,01
01282,6 - Rural à habitat dispersé,01
01283,2 - Centres urbains intermédiaires,01
01284,6 - Rural à habitat dispersé,01
01285,4 - Ceintures urbaines,01
01286,6 - Rural à habitat dispersé,01
01288,5 - Bourgs ruraux,01
01289,4 - Ceintures urbaines,01
01290,6 - Rural à habitat dispersé,01
01291,6 - Rural à habitat dispersé,01
01293,6 - Rural à habitat dispersé,01
01294,6 - Rural à habitat dispersé,01
01295,6 - Rural à habitat dispersé,01
01296,6 - Rural à habitat dispersé,01
01297,6 - Rural à habitat dispersé,01
01298,6 - Rural à habitat dispersé,01
01299,6 - Rural à habitat dispersé,01
01301,5 - Bourgs ruraux,01
01302,6 - Rural à habitat dispersé,01
01303,5 - Bourgs ruraux,01
01304,5 - Bourgs ruraux,01
01305,5 - Bourgs ruraux,01
01306,5 - Bourgs ruraux,01
01307,3 - Petites villes,01
01308,5 - Bourgs ruraux,01
01309,7 - Rural à habitat très dispersé,01
01310,6 - Rural à habitat dispersé,01
01311,7 - Rural à habitat très dispersé,01
01313,4 - Ceintures urbaines,01
01314,6 - Rural à habitat dispersé,01
01317,6 - Rural à habitat dispersé,01
01318,6 - Rural à habitat dispersé,01
01319,6 - Rural à habitat dispersé,01
01320,5 - Bourgs ruraux,01
01321,6 - Rural à habitat dispersé,01
01322,4 - Ceintures urbaines,01
01323,5 - Bourgs ruraux,01
01325,5 - Bourgs ruraux,01
01328,6 - Rural à habitat dispersé,01
01329,6 - Rural à habitat dispersé,01
01330,6 - Rural à habitat dispersé,01
01331,6 - Rural à habitat dispersé,01
01332,5 - Bourgs ruraux,01
01333,5 - Bourgs ruraux,01
01334,6 - Rural à habitat dispersé,01
01335,6 - Rural à habitat dispersé,01
01336,6 - Rural à habitat dispersé,01
01337,6 - Rural à habitat dispersé,01
01338,6 - Rural à habitat dispersé,01
01339,4 - Ceintures urbaines,01
01342,6 - Rural à habitat dispersé,01
01343,6 - Rural à habitat dispersé,01
01344,2 - Centres urbains intermédiaires,01
01345,4 - Ceintures urbaines,01
01346,6 - Rural à habitat dispersé,01
01347,4 - Ceintures urbaines,01
01348,5 - Bourgs ruraux,01
01349,6 - Rural à habitat dispersé,01
01350,6 - Rural à habitat dispersé,01
01351,5 - Bourgs ruraux,01
01352,6 - Rural à habitat dispersé,01
01353,4 - Ceintures urbaines,01
01354,2 - Centres urbains intermédiaires,01
01355,6 - Rural à habitat dispersé,01
01356,6 - Rural à habitat dispersé,01
01357,6 - Rural à habitat dispersé,01
01358,6 - Rural à habitat dispersé,01
01359,6 - Rural à habitat dispersé,01
01360,4 - Ceintures urbaines,01
01361,5 - Bourgs ruraux,01
01362,6 - Rural à habitat dispersé,01
01363,5 - Bourgs ruraux,01
01364,7 - Rural à habitat très dispersé,01
01365,6 - Rural à habitat dispersé,01
01366,5 - Bourgs ruraux,01
01367,6 - Rural à habitat dispersé,01
01368,6 - Rural à habitat dispersé,01
01369,5 - Bourgs ruraux,01
01370,2 - Centres urbains intermédiaires,01
01371,5 - Bourgs ruraux,01
01372,6 - Rural à habitat dispersé,01
01373,5 - Bourgs ruraux,01
01374,6 - Rural à habitat dispersé,01
01375,6 - Rural à habitat dispersé,01
01376,2 - Centres urbains intermédiaires,01
01378,5 - Bourgs ruraux,01
01379,6 - Rural à habitat dispersé,01
01380,7 - Rural à habitat très dispersé,01
01381,6 - Rural à habitat dispersé,01
01382,6 - Rural à habitat dispersé,01
01383,5 - Bourgs ruraux,01
01384,5 - Bourgs ruraux,01
01385,5 - Bourgs ruraux,01
01386,3 - Petites villes,01
01387,6 - Rural à habitat dispersé,01
01388,5 - Bourgs ruraux,01
01389,5 - Bourgs ruraux,01
01390,6 - Rural à habitat dispersé,01
01391,7 - Rural à habitat très dispersé,01
01392,6 - Rural à habitat dispersé,01
01393,6 - Rural à habitat dispersé,01
01396,6 - Rural à habitat dispersé,01
01397,4 - Ceintures urbaines,01
01398,5 - Bourgs ruraux,01
01399,4 - Ceintures urbaines,01
01400,7 - Rural à habitat très dispersé,01
01401,4 - Ceintures urbaines,01
01402,6 - Rural à habitat dispersé,01
01403,5 - Bourgs ruraux,01
01404,7 - Rural à habitat très dispersé,01
01405,5 - Bourgs ruraux,01
01406,7 - Rural à habitat très dispersé,01
01407,5 - Bourgs ruraux,01
01408,6 - Rural à habitat dispersé,01
01410,6 - Rural à habitat dispersé,01
01411,6 - Rural à habitat dispersé,01
01412,6 - Rural à habitat dispersé,01
01415,6 - Rural à habitat dispersé,01
01416,5 - Bourgs ruraux,01
01418,5 - Bourgs ruraux,01
01419,4 - Ceintures urbaines,01
01420,5 - Bourgs ruraux,01
01421,6 - Rural à habitat dispersé,01
01422,5 - Bourgs ruraux,01
01423,4 - Ceintures urbaines,01
01424,5 - Bourgs ruraux,01
01425,6 - Rural à habitat dispersé,01
01426,6 - Rural à habitat dispersé,01
01427,4 - Ceintures urbaines,01
01428,6 - Rural à habitat dispersé,01
01429,6 - Rural à habitat dispersé,01
01430,6 - Rural à habitat dispersé,01
01431,4 - Ceintures urbaines,01
01432,6 - Rural à habitat dispersé,01
01433,6 - Rural à habitat dispersé,01
01434,6 - Rural à habitat dispersé,01
01435,4 - Ceintures urbaines,01
01436,4 - Ceintures urbaines,01
01437,7 - Rural à habitat très dispersé,01
01439,6 - Rural à habitat dispersé,01
01441,6 - Rural à habitat dispersé,01
01443,5 - Bourgs ruraux,01
01444,6 - Rural à habitat dispersé,01
01445,6 - Rural à habitat dispersé,01
01446,5 - Bourgs ruraux,01
01447,6 - Rural à habitat dispersé,01
01448,6 - Rural à habitat dispersé,01
01449,5 - Bourgs ruraux,01
01450,4 - Ceintures urbaines,01
01451,5 - Bourgs ruraux,01
01452,6 - Rural à habitat dispersé,01
01453,6 - Rural à habitat dispersé,01
01454,5 - Bourgs ruraux,01
01456,6 - Rural à habitat dispersé,01
01457,5 - Bourgs ruraux,01
02001,4 - Ceintures urbaines,02
02002,6 - Rural à habitat dispersé,02
02003,5 - Bourgs ruraux,02
02004,6 - Rural à habitat dispersé,02
02005,6 - Rural à habitat dispersé,02
02006,6 - Rural à habitat dispersé,02
02007,6 - Rural à habitat dispersé,02
02008,6 - Rural à habitat dispersé,02
02009,5 - Bourgs ruraux,02
02010,6 - Rural à habitat dispersé,02
02011,5 - Bourgs ruraux,02
02012,6 - Rural à habitat dispersé,02
02013,6 - Rural à habitat dispersé,02
02014,5 - Bourgs ruraux,02
02015,6 - Rural à habitat dispersé,02
02016,6 - Rural à habitat dispersé,02
02017,6 - Rural à habitat dispersé,02
02018,5 - Bourgs ruraux,02
02019,6 - Rural à habitat dispersé,02
02020,6 - Rural à habitat dispersé,02
02021,6 - Rural à habitat dispersé,02
02022,6 - Rural à habitat dispersé,02
02023,6 - Rural à habitat dispersé,02
02024,7 - Rural à habitat très dispersé,02
02025,6 - Rural à habitat dispersé,02
02027,6 - Rural à habitat dispersé,02
02028,5 - Bourgs ruraux,02
02029,6 - Rural à habitat dispersé,02
02030,6 - Rural à habitat dispersé,02
02031,6 - Rural à habitat dispersé,02
02032,6 - Rural à habitat dispersé,02
02033,6 - Rural à habitat dispersé,02
02034,6 - Rural à habitat dispersé,02
02035,6 - Rural à habitat dispersé,02
02036,6 - Rural à habitat dispersé,02
02037,5 - Bourgs ruraux,02
02038,7 - Rural à habitat très dispersé,02
02039,6 - Rural à habitat dispersé,02
02040,6 - Rural à habitat dispersé,02
02041,5 - Bourgs ruraux,02
02042,6 - Rural à habitat dispersé,02
02043,6 - Rural à habitat dispersé,02
02044,7 - Rural à habitat très dispersé,02
02046,6 - Rural à habitat dispersé,02
02047,6 - Rural à habitat dispersé,02
02048,6 - Rural à habitat dispersé,02
02049,5 - Bourgs ruraux,02
02050,6 - Rural à habitat dispersé,02
02051,6 - Rural à habitat dispersé,02
02052,6 - Rural à habitat dispersé,02
02053,7 - Rural à habitat très dispersé,02
02054,6 - Rural à habitat dispersé,02
02055,7 - Rural à habitat très dispersé,02
02056,6 - Rural à habitat dispersé,02
02057,5 - Bourgs ruraux,02
02058,6 - Rural à habitat dispersé,02
02059,4 - Ceintures urbaines,02
02060,6 - Rural à habitat dispersé,02
02061,6 - Rural à habitat dispersé,02
02062,6 - Rural à habitat dispersé,02
02063,6 - Rural à habitat dispersé,02
02064,2 - Centres urbains intermédiaires,02
02065,5 - Bourgs ruraux,02
02066,6 - Rural à habitat dispersé,02
02067,6 - Rural à habitat dispersé,02
02068,7 - Rural à habitat très dispersé,02
02069,7 - Rural à habitat très dispersé,02
02070,6 - Rural à habitat dispersé,02
02071,6 - Rural à habitat dispersé,02
02072,6 - Rural à habitat dispersé,02
02073,6 - Rural à habitat dispersé,02
02074,6 - Rural à habitat dispersé,02
02075,5 - Bourgs ruraux,02
02076,6 - Rural à habitat dispersé,02
02078,6 - Rural à habitat dispersé,02
02079,7 - Rural à habitat très dispersé,02
02080,6 - Rural à habitat dispersé,02
02081,6 - Rural à habitat dispersé,02
02082,7 - Rural à habitat très dispersé,02
02083,6 - Rural à habitat dispersé,02
02084,6 - Rural à habitat dispersé,02
02085,5 - Bourgs ruraux,02
02086,5 - Bourgs ruraux,02
02087,7 - Rural à habitat très dispersé,02
02088,6 - Rural à habitat dispersé,02
02089,5 - Bourgs ruraux,02
02090,6 - Rural à habitat dispersé,02
02091,6 - Rural à habitat dispersé,02
02093,5 - Bourgs ruraux,02
02094,4 - Ceintures urbaines,02
02095,3 - Petites villes,02
02096,6 - Rural à habitat dispersé,02
02097,6 - Rural à habitat dispersé,02
02098,6 - Rural à habitat dispersé,02
02099,6 - Rural à habitat dispersé,02
02100,6 - Rural à habitat dispersé,02
02101,6 - Rural à habitat dispersé,02
02102,6 - Rural à habitat dispersé,02
02103,5 - Bourgs ruraux,02
02104,6 - Rural à habitat dispersé,02
02105,6 - Rural à habitat dispersé,02
02106,5 - Bourgs ruraux,02
02107,6 - Rural à habitat dispersé,02
02108,6 - Rural à habitat dispersé,02
02109,7 - Rural à habitat très dispersé,02
02110,5 - Bourgs ruraux,02
02111,6 - Rural à habitat dispersé,02
02112,6 - Rural à habitat dispersé,02
02114,4 - Ceintures urbaines,02
02115,6 - Rural à habitat dispersé,02
02116,6 - Rural à habitat dispersé,02
02117,7 - Rural à habitat très dispersé,02
02118,6 - Rural à habitat dispersé,02
02119,6 - Rural à habitat dispersé,02
02120,6 - Rural à habitat dispersé,02
02121,6 - Rural à habitat dispersé,02
02122,7 - Rural à habitat très dispersé,02
02123,6 - Rural à habitat dispersé,02
02124,5 - Bourgs ruraux,02
02125,6 - Rural à habitat dispersé,02
02126,6 - Rural à habitat dispersé,02
02127,6 - Rural à habitat dispersé,02
02128,5 - Bourgs ruraux,02
02129,7 - Rural à habitat très dispersé,02
02130,6 - Rural à habitat dispersé,02
02131,5 - Bourgs ruraux,02
02132,6 - Rural à habitat dispersé,02
02133,6 - Rural à habitat dispersé,02
02134,3 - Petites villes,02
02135,5 - Bourgs ruraux,02
02136,6 - Rural à habitat dispersé,02
02137,6 - Rural à habitat dispersé,02
02138,6 - Rural à habitat dispersé,02
02139,6 - Rural à habitat dispersé,02
02140,6 - Rural à habitat dispersé,02
02141,5 - Bourgs ruraux,02
02142,6 - Rural à habitat dispersé,02
02143,6 - Rural à habitat dispersé,02
02144,6 - Rural à habitat dispersé,02
02145,6 - Rural à habitat dispersé,02
02146,6 - Rural à habitat dispersé,02
02148,6 - Rural à habitat dispersé,02
02149,7 - Rural à habitat très dispersé,02
02150,6 - Rural à habitat dispersé,02
02151,6 - Rural à habitat dispersé,02
02152,7 - Rural à habitat très dispersé,02
02153,6 - Rural à habitat dispersé,02
02154,6 - Rural à habitat dispersé,02
02155,6 - Rural à habitat dispersé,02
02156,6 - Rural à habitat dispersé,02
02157,4 - Ceintures urbaines,02
02158,6 - Rural à habitat dispersé,02
02159,6 - Rural à habitat dispersé,02
02160,6 - Rural à habitat dispersé,02
02162,6 - Rural à habitat dispersé,02
02163,3 - Petites villes,02
02164,6 - Rural à habitat dispersé,02
02165,4 - Ceintures urbaines,02
02166,6 - Rural à habitat dispersé,02
02167,5 - Bourgs ruraux,02
02168,2 - Centres urbains intermédiaires,02
02169,6 - Rural à habitat dispersé,02
02170,6 - Rural à habitat dispersé,02
02171,6 - Rural à habitat dispersé,02
02172,6 - Rural à habitat dispersé,02
02173,2 - Centres urbains intermédiaires,02
02174,6 - Rural à habitat dispersé,02
02175,6 - Rural à habitat dispersé,02
02176,6 - Rural à habitat dispersé,02
02177,6 - Rural à habitat dispersé,02
02178,6 - Rural à habitat dispersé,02
02179,6 - Rural à habitat dispersé,02
02180,6 - Rural à habitat dispersé,02
02181,6 - Rural à habitat dispersé,02
02182,6 - Rural à habitat dispersé,02
02183,6 - Rural à habitat dispersé,02
02184,6 - Rural à habitat dispersé,02
02185,6 - Rural à habitat dispersé,02
02186,5 - Bourgs ruraux,02
02187,4 - Ceintures urbaines,02
02188,6 - Rural à habitat dispersé,02
02189,6 - Rural à habitat dispersé,02
02190,5 - Bourgs ruraux,02
02191,6 - Rural à habitat dispersé,02
02192,6 - Rural à habitat dispersé,02
02193,6 - Rural à habitat dispersé,02
02194,6 - Rural à habitat dispersé,02
02195,6 - Rural à habitat dispersé,02
02196,5 - Bourgs ruraux,02
02197,6 - Rural à habitat dispersé,02
02198,6 - Rural à habitat dispersé,02
02199,5 - Bourgs ruraux,02
02200,6 - Rural à habitat dispersé,02
02201,6 - Rural à habitat dispersé,02
02203,5 - Bourgs ruraux,02
02204,7 - Rural à habitat très dispersé,02
02205,6 - Rural à habitat dispersé,02
02206,6 - Rural à habitat dispersé,02
02207,6 - Rural à habitat dispersé,02
02208,6 - Rural à habitat dispersé,02
02209,6 - Rural à habitat dispersé,02
02210,6 - Rural à habitat dispersé,02
02211,6 - Rural à habitat dispersé,02
02212,4 - Ceintures urbaines,02
02213,6 - Rural à habitat dispersé,02
02214,7 - Rural à habitat très dispersé,02
02215,5 - Bourgs ruraux,02
02216,6 - Rural à habitat dispersé,02
02217,6 - Rural à habitat dispersé,02
02218,6 - Rural à habitat dispersé,02
02219,6 - Rural à habitat dispersé,02
02220,6 - Rural à habitat dispersé,02
02221,6 - Rural à habitat dispersé,02
02222,7 - Rural à habitat très dispersé,02
02223,7 - Rural à habitat très dispersé,02
02224,6 - Rural à habitat dispersé,02
02225,6 - Rural à habitat dispersé,02
02226,4 - Ceintures urbaines,02
02227,6 - Rural à habitat dispersé,02
02228,6 - Rural à habitat dispersé,02
02229,6 - Rural à habitat dispersé,02
02230,6 - Rural à habitat dispersé,02
02231,5 - Bourgs ruraux,02
02232,6 - Rural à habitat dispersé,02
02233,6 - Rural à habitat dispersé,02
02234,6 - Rural à habitat dispersé,02
02235,6 - Rural à habitat dispersé,02
02236,6 - Rural à habitat dispersé,02
02237,5 - Bourgs ruraux,02
02238,5 - Bourgs ruraux,02
02239,5 - Bourgs ruraux,02
02240,6 - Rural à habitat dispersé,02
02241,6 - Rural à habitat dispersé,02
02242,5 - Bourgs ruraux,02
02243,4 - Ceintures urbaines,02
02244,7 - Rural à habitat très dispersé,02
02245,4 - Ceintures urbaines,02
02246,6 - Rural à habitat dispersé,02
02248,6 - Rural à habitat dispersé,02
02249,6 - Rural à habitat dispersé,02
02250,6 - Rural à habitat dispersé,02
02251,7 - Rural à habitat très dispersé,02
02252,6 - Rural à habitat dispersé,02
02253,6 - Rural à habitat dispersé,02
02254,6 - Rural à habitat dispersé,02
02255,6 - Rural à habitat dispersé,02
02256,6 - Rural à habitat dispersé,02
02257,6 - Rural à habitat dispersé,02
02258,6 - Rural à habitat dispersé,02
02259,6 - Rural à habitat dispersé,02
02260,4 - Ceintures urbaines,02
02261,6 - Rural à habitat dispersé,02
02262,6 - Rural à habitat dispersé,02
02263,7 - Rural à habitat très dispersé,02
02264,5 - Bourgs ruraux,02
02265,6 - Rural à habitat dispersé,02
02266,7 - Rural à habitat très dispersé,02
02267,6 - Rural à habitat dispersé,02
02268,6 - Rural à habitat dispersé,02
02269,6 - Rural à habitat dispersé,02
02270,6 - Rural à habitat dispersé,02
02271,6 - Rural à habitat dispersé,02
02272,6 - Rural à habitat dispersé,02
02273,6 - Rural à habitat dispersé,02
02274,6 - Rural à habitat dispersé,02
02275,6 - Rural à habitat dispersé,02
02276,7 - Rural à habitat très dispersé,02
02277,6 - Rural à habitat dispersé,02
02278,7 - Rural à habitat très dispersé,02
02279,6 - Rural à habitat dispersé,02
02280,6 - Rural à habitat dispersé,02
02281,6 - Rural à habitat dispersé,02
02282,6 - Rural à habitat dispersé,02
02283,6 - Rural à habitat dispersé,02
02284,6 - Rural à habitat dispersé,02
02286,6 - Rural à habitat dispersé,02
02287,5 - Bourgs ruraux,02
02288,6 - Rural à habitat dispersé,02
02289,6 - Rural à habitat dispersé,02
02290,4 - Ceintures urbaines,02
02291,6 - Rural à habitat dispersé,02
02292,4 - Ceintures urbaines,02
02293,6 - Rural à habitat dispersé,02
02294,6 - Rural à habitat dispersé,02
02295,6 - Rural à habitat dispersé,02
02296,5 - Bourgs ruraux,02
02297,6 - Rural à habitat dispersé,02
02298,5 - Bourgs ruraux,02
02299,6 - Rural à habitat dispersé,02
02302,6 - Rural à habitat dispersé,02
02303,4 - Ceintures urbaines,02
02304,4 - Ceintures urbaines,02
02305,5 - Bourgs ruraux,02
02306,6 - Rural à habitat dispersé,02
02307,5 - Bourgs ruraux,02
02308,6 - Rural à habitat dispersé,02
02309,5 - Bourgs ruraux,02
02310,6 - Rural à habitat dispersé,02
02311,6 - Rural à habitat dispersé,02
02312,6 - Rural à habitat dispersé,02
02313,6 - Rural à habitat dispersé,02
02315,5 - Bourgs ruraux,02
02316,6 - Rural à habitat dispersé,02
02317,6 - Rural à habitat dispersé,02
02318,5 - Bourgs ruraux,02
02319,6 - Rural à habitat dispersé,02
02320,6 - Rural à habitat dispersé,02
02321,6 - Rural à habitat dispersé,02
02322,6 - Rural à habitat dispersé,02
02323,6 - Rural à habitat dispersé,02
02324,6 - Rural à habitat dispersé,02
02326,6 - Rural à habitat dispersé,02
02327,7 - Rural à habitat très dispersé,02
02328,6 - Rural à habitat dispersé,02
02329,6 - Rural à habitat dispersé,02
02330,5 - Bourgs ruraux,02
02331,6 - Rural à habitat dispersé,02
02332,6 - Rural à habitat dispersé,02
02333,6 - Rural à habitat dispersé,02
02334,5 - Bourgs ruraux,02
02335,6 - Rural à habitat dispersé,02
02336,6 - Rural à habitat dispersé,02
02337,7 - Rural à habitat très dispersé,02
02338,6 - Rural à habitat dispersé,02
02339,6 - Rural à habitat dispersé,02
02340,4 - Ceintures urbaines,02
